# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.34,4.59,179.9804999688399,0,6.71,-0.03796143474740614,0.0,0.0,0.0
 0.07355675531230264,6.321847450625607,4.590006178034318,179.9804999688399,0.4935658281455507,6.71,-0.03796143474740614,0.0,-1.300676358199289,0.0
 0.10375415321279935,6.303883689447252,4.590024606227038,179.94122292731157,0.6961903680578836,6.709999999999999,-0.03866779204971799,0.0,-1.7223033644756003,0.0
 0.12674153410244116,6.286107274456762,4.5900551257128095,179.90163168386488,0.8504356938273802,6.710000000000002,-0.03938620482250454,0.0,-2.0756175937151125,0.0
 0.14596747926173398,6.268516763645959,4.590097577626281,179.86172597383643,0.979441785846235,6.709999999999999,-0.04011673540068424,0.0,-2.3934657408838285,0.0
 0.16277168725436644,6.251110715006672,4.590151803102104,179.82150567770339,1.0921980214767988,6.709999999999998,-0.04085943477157694,0.0,-2.68950279992697,0.0
 0.17784318994856824,6.233887686530728,4.590217643274925,179.78097082900825,1.1933278045548927,6.709999999999995,-0.041614341948021355,0.0,-2.9710087596320762,0.0
 0.19159246157982218,6.216846236209949,4.590294939279395,179.74012162255323,1.2855854172006067,6.71,-0.042381481961950476,0.0,-3.2424103856834177,0.0
 0.2042877082260699,6.1999849220361645,4.590383532250161,179.69895842297862,1.3707705221969289,6.709999999999998,-0.04316086589074769,0.0,-3.506634173051246,0.0
 0.21611575965894542,6.183302302001197,4.590483263321876,179.6574817736235,1.4501367473115236,6.710000000000004,-0.043952488833840224,0.0,-3.7657309774164625,0.0
 0.2272130387977253,6.166796934096874,4.590593973629187,179.61569240580553,1.524599490332737,6.710000000000016,-0.044756329142422,0.0,-4.02120117398329,0.0
 0.23768283516177174,6.150467376315022,4.590715504306744,179.57359124837507,1.5948518239354885,6.710000000000004,-0.04557234704074081,0.0,-4.274179029128053,0.0
 0.24760563211954764,6.134312186647465,4.590847696489195,179.53117943770783,1.6614337915221649,6.710000000000006,-0.04640048330107677,0.0,-4.525544215889974,0.0
 0.25704562599791253,6.11832992308603,4.590990391311192,179.48845832801356,1.7247761504459933,6.710000000000004,-0.04724065739600632,0.0,-4.775992725953666,0.0
 0.2660550253780977,6.102519143622541,4.5911434299073814,179.4454295021086,1.7852292202870361,6.710000000000021,-0.048092766710033506,0.0,-5.026083839451361,0.0
 0.2746769905130246,6.086878406248828,4.591306653412414,179.40209478247962,1.8430826063423955,6.710000000000021,-0.04895668413852955,0.0,-5.276272243443111,0.0
 0.28294770468501446,6.071406268956712,4.5914799029609386,179.35845624286048,1.8985790984364477,6.710000000000009,-0.04983225704130175,0.0,-5.526930627619054,0.0
 0.2908978719103998,6.056101289738021,4.591663019687605,179.31451622012784,1.9519247205187835,6.7100000000000355,-0.05071930513940248,0.0,-5.778365907485566,0.0
 0.2985538241533207,6.04096202658458,4.591855844727062,179.270277326698,2.003296160068783,6.70999999999999,-0.051617618820873186,0.0,-6.03083111254501,0.0
 0.3059383558322931,6.025987037488218,4.592058219213959,179.22574246329688,2.0528463676346878,6.710000000000006,-0.052526956865350284,0.0,-6.284534210093238,0.0
 0.31307136356527976,6.011174880440756,4.592269984282945,179.18091483217805,2.1007088495230284,6.710000000000039,-0.05344704515297557,0.0,-6.539644729152724,0.0
 0.3199703440484244,5.996524113434022,4.59249098106867,179.13579795082495,2.1470010085649287,6.709999999999974,-0.054377573420438495,0.0,-6.79629878792165,0.0
 0.3266507867702967,5.982033294459843,4.592721050705782,179.09039566605148,2.1918267792286916,6.709999999999975,-0.05531819420804419,0.0,-7.054602910427982,0.0
 0.3331264875363226,5.967700981510041,4.592960034328933,179.04471216858042,2.2352787313687252,6.709999999999933,-0.056268519314904494,0.0,-7.314636926245135,0.0
 0.33940980151506767,5.953525732576446,4.593207773072769,178.99875200813233,2.2774397681661043,6.709999999999969,-0.057228118587486,0.0,-7.576456195206634,0.0
 0.3455118495031504,5.9395061056508816,4.593464108071942,178.95252010884957,2.3183845101661396,6.710000000000031,-0.05819651657054932,0.0,-7.8400932310510445,0.0
 0.3514426875809906,5.925640658725174,4.593728880461098,178.906021785381,2.3581804336684473,6.7099999999999715,-0.059173189816463946,0.0,-8.105558948853012,0.0
 0.35721144781437913,5.91192794979115,4.5940019313748905,178.85926275924749,2.3968888148344845,6.710000000000036,-0.06015756457604114,0.0,-8.372843503047493,0.0
 0.3628264558324686,5.8983665368406335,4.594283101947966,178.81224917584368,2.4345655186358646,6.70999999999998,-0.0611490140002779,0.0,-8.641916886359574,0.0
 0.36829532977268686,5.884954977865452,4.594572233314975,178.7649876217903,2.471261662774729,6.709999999999967,-0.062146854331537424,0.0,-8.912729258968222,0.0
 0.37362506408648277,5.87169183085743,4.594869166610565,178.71748514282922,2.5070241800203,6.710000000000065,-0.06315034293643623,0.0,-9.185211094164663,0.0
 0.37882210095016106,5.858575653808393,4.595173742969388,178.6697492621722,2.541896297375581,6.709999999999957,-0.06415867432932866,0.0,-9.459273153660863,0.0
 0.3838923914552314,5.845605004710168,4.595485803526091,178.6217879993163,2.575917946664603,6.710000000000024,-0.0651709771148041,0.0,-9.734806326374537,0.0
 0.38884144831524714,5.832778441554581,4.595805189415325,178.57360988928585,2.609126118195309,6.710000000000041,-0.06618631056518649,0.0,-10.011681324299042,0.0
